test_id,test_name,model,carrier,family_id,probe_class,pass,is_infra_error,expected_result,rep
,PILOT-F1-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F1-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F1-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F1-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F1-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F1-NEG-TRAP,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F1-NEG-TRAP,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F1-NEG-TRAP,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F1-NEG-TRAP,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F1-NEG-TRAP,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F1-NEG-TRAP,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PILOT-F1-CHAIN-HS,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F1-CHAIN-HS,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F1-CHAIN-HS,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F1-CHAIN-HS,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F1-CHAIN-HS,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F1-CHAIN-HS,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F1-TRAP-HS,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F1-TRAP-HS,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F1-TRAP-HS,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F1-TRAP-HS,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F1-TRAP-HS,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F1-TRAP-HS,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PILOT-F2-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F2-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F2-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F2-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F2-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F2-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F2-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F2-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F2-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F2-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F2-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F2-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PILOT-F2-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F2-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F2-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F2-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F2-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F2-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F2-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F2-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F2-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F2-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F2-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F2-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F2-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F2-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F2-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F2-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F2-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F2-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PILOT-F3-DS,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F3-DS,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F3-DS,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F3-DS,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F3-DS,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F3-DS,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F3-TRAP-AD,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F3-TRAP-AD,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F3-TRAP-AD,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F3-TRAP-AD,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F3-TRAP-AD,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F3-TRAP-AD,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PILOT-F3-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F3-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F3-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F3-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F3-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F3-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F3-TRAP-DC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F3-TRAP-DC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F3-TRAP-DC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F3-TRAP-DC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F3-TRAP-DC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F3-TRAP-DC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PILOT-F3-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F3-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F3-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F3-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F3-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F3-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F4-DEMORGAN,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
,PILOT-F4-DEMORGAN,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
,PILOT-F4-DEMORGAN,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
,PILOT-F4-DEMORGAN,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
,PILOT-F4-DEMORGAN,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
,PILOT-F4-DEMORGAN,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
,PILOT-F4-TRAP-DEM,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
,PILOT-F4-TRAP-DEM,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
,PILOT-F4-TRAP-DEM,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
,PILOT-F4-TRAP-DEM,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
,PILOT-F4-TRAP-DEM,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
,PILOT-F4-TRAP-DEM,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
,PILOT-F4-DIST,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
,PILOT-F4-DIST,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
,PILOT-F4-DIST,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
,PILOT-F4-DIST,google/gemma-4-e2b,clean-room,,,1,0,TRUE,4
,PILOT-F4-DIST,google/gemma-4-e2b,clean-room,,,1,0,TRUE,5
,PILOT-F4-DIST,google/gemma-4-e2b,clean-room,,,1,0,TRUE,6
,PILOT-F4-TRAP-DIST,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
,PILOT-F4-TRAP-DIST,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
,PILOT-F4-TRAP-DIST,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
,PILOT-F4-TRAP-DIST,google/gemma-4-e2b,clean-room,,,1,0,FALSE,4
,PILOT-F4-TRAP-DIST,google/gemma-4-e2b,clean-room,,,1,0,FALSE,5
,PILOT-F4-TRAP-DIST,google/gemma-4-e2b,clean-room,,,1,0,FALSE,6
,PILOT-F4-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F4-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F4-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F4-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F4-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F4-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F5-EXFALSO,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F5-EXFALSO,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F5-EXFALSO,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F5-EXFALSO,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F5-EXFALSO,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F5-EXFALSO,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F5-SAT,google/gemma-4-e2b,clean-room,,,1,0,SAT,1
,PILOT-F5-SAT,google/gemma-4-e2b,clean-room,,,1,0,SAT,2
,PILOT-F5-SAT,google/gemma-4-e2b,clean-room,,,1,0,SAT,3
,PILOT-F5-SAT,google/gemma-4-e2b,clean-room,,,1,0,SAT,4
,PILOT-F5-SAT,google/gemma-4-e2b,clean-room,,,1,0,SAT,5
,PILOT-F5-SAT,google/gemma-4-e2b,clean-room,,,1,0,SAT,6
,PILOT-F5-TRAP-SAT,google/gemma-4-e2b,clean-room,,,1,0,UNSAT,1
,PILOT-F5-TRAP-SAT,google/gemma-4-e2b,clean-room,,,1,0,UNSAT,2
,PILOT-F5-TRAP-SAT,google/gemma-4-e2b,clean-room,,,1,0,UNSAT,3
,PILOT-F5-TRAP-SAT,google/gemma-4-e2b,clean-room,,,1,0,UNSAT,4
,PILOT-F5-TRAP-SAT,google/gemma-4-e2b,clean-room,,,1,0,UNSAT,5
,PILOT-F5-TRAP-SAT,google/gemma-4-e2b,clean-room,,,1,0,UNSAT,6
,PILOT-F5-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F5-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F5-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F5-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F5-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F5-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F5-TRAP-DNEG,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F5-TRAP-DNEG,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F5-TRAP-DNEG,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F5-TRAP-DNEG,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F5-TRAP-DNEG,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F5-TRAP-DNEG,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PILOT-F5-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F5-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F5-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F5-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F5-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F5-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F6-RES,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F6-RES,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F6-RES,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F6-RES,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F6-RES,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F6-RES,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F6-TRAP-RES,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F6-TRAP-RES,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F6-TRAP-RES,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F6-TRAP-RES,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F6-TRAP-RES,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F6-TRAP-RES,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PILOT-F6-CHAIN3,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F6-CHAIN3,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F6-CHAIN3,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F6-CHAIN3,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F6-CHAIN3,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F6-CHAIN3,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F6-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F6-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F6-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F6-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F6-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F6-TRAP-CHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PILOT-F6-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F6-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F6-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F6-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F6-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F6-NEG,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F4-TRAP-CHAIN2,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F4-TRAP-CHAIN2,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F4-TRAP-CHAIN2,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F4-TRAP-CHAIN2,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F4-TRAP-CHAIN2,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F4-TRAP-CHAIN2,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PILOT-F6-TRAP-MPCHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F6-TRAP-MPCHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F6-TRAP-MPCHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F6-TRAP-MPCHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F6-TRAP-MPCHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F6-TRAP-MPCHAIN,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PROBE-C1-01,google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-01,google/gemma-4-e2b,clean-room,,,1,0,NONE,2
,PROBE-C1-01,google/gemma-4-e2b,clean-room,,,1,0,NONE,3
,PROBE-C1-02,google/gemma-4-e2b,clean-room,,,0,0,NONE,1
,PROBE-C1-02,google/gemma-4-e2b,clean-room,,,0,0,NONE,2
,PROBE-C1-02,google/gemma-4-e2b,clean-room,,,0,0,NONE,3
,PROBE-C1-03,google/gemma-4-e2b,clean-room,,,0,0,NONE,1
,PROBE-C1-03,google/gemma-4-e2b,clean-room,,,0,0,NONE,2
,PROBE-C1-03,google/gemma-4-e2b,clean-room,,,0,0,NONE,3
,PROBE-C1-04,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,1
,PROBE-C1-04,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,2
,PROBE-C1-04,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,3
,PROBE-C1-05,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,1
,PROBE-C1-05,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,2
,PROBE-C1-05,google/gemma-4-e2b,clean-room,,,1,0,FALSECAUSE,3
,PROBE-C1-06,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,1
,PROBE-C1-06,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,2
,PROBE-C1-06,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,3
,PROBE-C1-07,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,1
,PROBE-C1-07,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,2
,PROBE-C1-07,google/gemma-4-e2b,clean-room,,,1,0,HASTYGEN,3
,PROBE-C1-08,google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,1
,PROBE-C1-08,google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,2
,PROBE-C1-08,google/gemma-4-e2b,clean-room,,,1,0,CIRCULAR,3
,PROBE-C1-09,google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,1
,PROBE-C1-09,google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,2
,PROBE-C1-09,google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,3
,PROBE-C1-10,google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,1
,PROBE-C1-10,google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,2
,PROBE-C1-10,google/gemma-4-e2b,clean-room,,,1,0,ADPOPULUM,3
,PROBE-C2-01,google/gemma-4-e2b,clean-room,,,1,0,HOLDS,1
,PROBE-C2-01,google/gemma-4-e2b,clean-room,,,1,0,HOLDS,2
,PROBE-C2-01,google/gemma-4-e2b,clean-room,,,1,0,HOLDS,3
,PROBE-C2-02,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,1
,PROBE-C2-02,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,2
,PROBE-C2-02,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,3
,PROBE-C2-03,google/gemma-4-e2b,clean-room,,,0,0,HOLDS,1
,PROBE-C2-03,google/gemma-4-e2b,clean-room,,,1,0,HOLDS,2
,PROBE-C2-03,google/gemma-4-e2b,clean-room,,,1,0,HOLDS,3
,PROBE-C2-04,google/gemma-4-e2b,clean-room,,,0,0,DEFEATED,1
,PROBE-C2-04,google/gemma-4-e2b,clean-room,,,0,0,DEFEATED,2
,PROBE-C2-04,google/gemma-4-e2b,clean-room,,,0,0,DEFEATED,3
,PROBE-C2-05,google/gemma-4-e2b,clean-room,,,0,0,DEFEATED,1
,PROBE-C2-05,google/gemma-4-e2b,clean-room,,,0,0,DEFEATED,2
,PROBE-C2-05,google/gemma-4-e2b,clean-room,,,0,0,DEFEATED,3
,PROBE-C2-06,google/gemma-4-e2b,clean-room,,,1,0,HOLDS,1
,PROBE-C2-06,google/gemma-4-e2b,clean-room,,,1,0,HOLDS,2
,PROBE-C2-06,google/gemma-4-e2b,clean-room,,,1,0,HOLDS,3
,PROBE-C2-07,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,1
,PROBE-C2-07,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,2
,PROBE-C2-07,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,3
,PROBE-C2-08,google/gemma-4-e2b,clean-room,,,1,0,HOLDS,1
,PROBE-C2-08,google/gemma-4-e2b,clean-room,,,1,0,HOLDS,2
,PROBE-C2-08,google/gemma-4-e2b,clean-room,,,1,0,HOLDS,3
,PROBE-C2-09,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,1
,PROBE-C2-09,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,2
,PROBE-C2-09,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,3
,PROBE-C2-10,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,1
,PROBE-C2-10,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,2
,PROBE-C2-10,google/gemma-4-e2b,clean-room,,,1,0,DEFEATED,3
,PROBE-C3-01,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
,PROBE-C3-01,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
,PROBE-C3-01,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
,PROBE-C3-02,google/gemma-4-e2b,clean-room,,,1,0,TRUE,1
,PROBE-C3-02,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
,PROBE-C3-02,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
,PROBE-C3-03,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
,PROBE-C3-03,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
,PROBE-C3-03,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
,PROBE-C3-04,google/gemma-4-e2b,clean-room,,,0,0,FALSE,1
,PROBE-C3-04,google/gemma-4-e2b,clean-room,,,0,0,FALSE,2
,PROBE-C3-04,google/gemma-4-e2b,clean-room,,,0,0,FALSE,3
,PROBE-C3-05,google/gemma-4-e2b,clean-room,,,0,0,FALSE,1
,PROBE-C3-05,google/gemma-4-e2b,clean-room,,,0,0,FALSE,2
,PROBE-C3-05,google/gemma-4-e2b,clean-room,,,0,0,FALSE,3
,PROBE-C3-06,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
,PROBE-C3-06,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
,PROBE-C3-06,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
,PROBE-C3-07,google/gemma-4-e2b,clean-room,,,0,0,TRUE,1
,PROBE-C3-07,google/gemma-4-e2b,clean-room,,,1,0,TRUE,2
,PROBE-C3-07,google/gemma-4-e2b,clean-room,,,1,0,TRUE,3
,PROBE-C3-08,google/gemma-4-e2b,clean-room,,,1,0,FALSE,1
,PROBE-C3-08,google/gemma-4-e2b,clean-room,,,1,0,FALSE,2
,PROBE-C3-08,google/gemma-4-e2b,clean-room,,,1,0,FALSE,3
,PROBE-C3-09,google/gemma-4-e2b,clean-room,,,0,0,FALSE,1
,PROBE-C3-09,google/gemma-4-e2b,clean-room,,,0,0,FALSE,2
,PROBE-C3-09,google/gemma-4-e2b,clean-room,,,0,0,FALSE,3
,PROBE-C3-10,google/gemma-4-e2b,clean-room,,,0,0,TRUE,1
,PROBE-C3-10,google/gemma-4-e2b,clean-room,,,0,0,TRUE,2
,PROBE-C3-10,google/gemma-4-e2b,clean-room,,,0,0,TRUE,3
,PROBE-C4-01,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PROBE-C4-01,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PROBE-C4-01,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PROBE-C4-02,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PROBE-C4-02,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PROBE-C4-02,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PROBE-C4-03,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PROBE-C4-03,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PROBE-C4-03,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PROBE-C4-04,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PROBE-C4-04,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PROBE-C4-04,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PROBE-C4-05,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PROBE-C4-05,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PROBE-C4-05,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PROBE-C4-06,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PROBE-C4-06,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PROBE-C4-06,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PROBE-C4-07,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PROBE-C4-07,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PROBE-C4-07,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PROBE-C4-08,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PROBE-C4-08,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PROBE-C4-08,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PROBE-C4-09,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PROBE-C4-09,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PROBE-C4-09,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PROBE-C4-10,google/gemma-4-e2b,clean-room,,,0,0,VALID,1
,PROBE-C4-10,google/gemma-4-e2b,clean-room,,,0,0,VALID,2
,PROBE-C4-10,google/gemma-4-e2b,clean-room,,,0,0,VALID,3
,PROBE-C1-N01,google/gemma-4-e2b,clean-room,,,1,0,NONE,1
,PROBE-C1-N01,google/gemma-4-e2b,clean-room,,,0,0,NONE,2
,PROBE-C1-N01,google/gemma-4-e2b,clean-room,,,0,0,NONE,3
,PROBE-C1-N02,google/gemma-4-e2b,clean-room,,,0,0,NONE,1
