item_id,probe_class,model,carrier,pass,is_infra_error
162,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
162,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
163,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
163,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
163,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
164,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
164,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
164,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
165,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
165,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
165,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
