item_id,family_id,probe_class,model,carrier,rep,pass,expected_result,is_infra_error,prompt_len
252,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
253,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
253,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
253,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
253,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
253,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
253,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
254,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
254,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
254,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
254,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
254,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
254,QS-FA28,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
255,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,267
255,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,267
255,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,267
255,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,267
255,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,267
255,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,267
256,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,142
256,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,142
256,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,142
256,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,142
256,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,142
256,QS-FA29,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,142
257,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,272
257,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,272
257,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,272
257,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,272
257,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,272
257,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,272
258,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
258,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
258,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
258,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
258,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
258,QS-FA30,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
259,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
259,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
259,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
259,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
259,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
259,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
260,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
260,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
260,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
260,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
260,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
260,QS-FA31,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
261,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,269
261,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,269
261,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,269
261,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,269
261,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,269
261,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,269
262,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
262,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
262,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
262,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
262,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
262,QS-FA32,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
263,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,274
263,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,274
263,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,274
263,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,274
263,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,274
263,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,274
264,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
264,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
264,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
264,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
264,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
264,QS-FA33,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
265,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
265,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,271
265,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
265,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
265,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
265,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
266,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
266,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
266,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
266,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
266,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
266,QS-FA34,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
267,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,274
267,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,274
267,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,274
267,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,274
267,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,274
267,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,274
268,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
268,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
268,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
268,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
268,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
268,QS-FA35,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
269,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,281
269,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,281
269,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,281
269,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,281
269,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,281
269,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,281
270,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
270,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
270,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
270,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
270,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
270,QS-FA36,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
271,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,272
271,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,272
271,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,272
271,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,272
271,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,272
271,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,272
272,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
272,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
272,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
272,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
272,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
272,QS-FA37,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
273,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,269
273,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,269
273,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,269
273,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,269
273,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,269
273,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,269
274,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
274,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
274,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
274,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
274,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
274,QS-FA38,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
275,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
275,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,268
275,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,268
275,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,268
275,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,268
275,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,268
276,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
276,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
276,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
276,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
276,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
276,QS-FA39,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
277,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
277,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
277,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
277,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
277,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
277,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
278,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
278,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
278,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
278,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
278,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
278,QS-FA40,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
279,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,280
279,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,280
279,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,280
279,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,280
279,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,280
279,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,280
280,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,151
280,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,151
280,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,151
280,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,151
280,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,151
280,QS-FA41,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,151
281,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,273
281,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,273
281,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,273
281,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,273
281,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,273
281,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,273
282,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
282,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
282,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
282,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
282,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
282,QS-FA42,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
283,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
283,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
283,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
283,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
283,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
283,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
284,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
284,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
284,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
284,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
284,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
284,QS-FA43,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
285,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,273
285,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,273
285,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,273
285,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,273
285,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,273
285,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,273
286,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
286,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
286,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
286,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
286,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
286,QS-FA44,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
287,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
287,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
287,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
287,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
287,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
287,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
288,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
288,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
288,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
288,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
288,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
288,QS-FA45,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
289,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
289,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
289,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
289,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
289,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
289,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
290,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
290,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
290,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
290,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
290,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
290,QS-FA46,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
291,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
291,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
291,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
291,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
291,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
291,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
292,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
292,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
292,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
292,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
292,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
292,QS-FA47,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
293,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,279
293,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,279
293,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,279
293,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,279
293,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,279
293,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,279
294,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
294,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
294,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
294,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
294,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
294,QS-FA48,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
295,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
295,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
295,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
295,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
295,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
295,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
296,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
296,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
296,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
296,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
296,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
296,QS-FA49,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
297,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,300
297,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,300
297,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,300
297,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,300
297,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,300
297,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,300
298,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,159
298,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,159
298,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,159
298,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,159
298,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,159
298,QS-FA50,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,159
299,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
299,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
299,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
299,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
299,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
299,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
300,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
300,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
300,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
300,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
300,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
300,QS-FA51,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
301,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,280
301,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,280
301,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,280
301,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,280
301,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,280
301,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,280
302,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,149
302,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,149
302,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,149
302,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,149
302,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,149
302,QS-FA52,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,149
303,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,261
303,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,261
303,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,261
303,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,261
303,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,261
303,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,261
304,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
304,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
304,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
304,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
304,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
304,QS-FA53,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
305,QS-FA54,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
305,QS-FA54,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
305,QS-FA54,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,270
305,QS-FA54,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
305,QS-FA54,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,270
305,QS-FA54,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
306,QS-FA54,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
306,QS-FA54,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
306,QS-FA54,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
306,QS-FA54,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
306,QS-FA54,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
